Class,precision,recall,f1-score,support,accuracy,category_name
0,0.6153846153846154,0.5333333333333333,0.5714285714285715,30.0,0.5333333333333333,Mapping
1,0.896551724137931,0.8666666666666667,0.8813559322033899,30.0,0.8666666666666667,eCommerce
2,0.7567567567567568,0.9333333333333333,0.835820895522388,30.0,0.9333333333333333,Messaging
3,0.8333333333333334,0.8333333333333334,0.8333333333333334,30.0,0.8333333333333334,Tools
4,0.9285714285714286,0.8666666666666667,0.896551724137931,30.0,0.8666666666666667,Payments
5,0.8387096774193549,0.8666666666666667,0.8524590163934426,30.0,0.8666666666666667,Enterprise
6,0.9615384615384616,0.8333333333333334,0.8928571428571429,30.0,0.8333333333333334,Government
7,0.7428571428571429,0.8666666666666667,0.8,30.0,0.8666666666666667,Financial
8,0.6666666666666666,0.5333333333333333,0.5925925925925926,30.0,0.5333333333333333,Social
9,0.8235294117647058,0.9333333333333333,0.8749999999999999,30.0,0.9333333333333333,Science
accuracy,0.8066666666666666,0.8066666666666666,0.8066666666666666,0.8066666666666666,,accuracy
macro avg,0.8063899218430397,0.8066666666666666,0.8031399208468791,300.0,,macro avg
weighted avg,0.8063899218430396,0.8066666666666666,0.8031399208468791,300.0,,weighted avg
