Class,precision,recall,f1-score,support,accuracy,category_name
0,0.5555555555555556,0.5,0.5263157894736842,30.0,0.5,Mapping
1,0.84375,0.9,0.870967741935484,30.0,0.9,eCommerce
2,0.78125,0.8333333333333334,0.8064516129032259,30.0,0.8333333333333334,Messaging
3,0.8620689655172413,0.8333333333333334,0.847457627118644,30.0,0.8333333333333334,Tools
4,1.0,0.8333333333333334,0.9090909090909091,30.0,0.8333333333333334,Payments
5,0.8275862068965517,0.8,0.8135593220338982,30.0,0.8,Enterprise
6,0.9230769230769231,0.8,0.8571428571428571,30.0,0.8,Government
7,0.7297297297297297,0.9,0.8059701492537312,30.0,0.9,Financial
8,0.7,0.7,0.7,30.0,0.7,Social
9,0.7575757575757576,0.8333333333333334,0.7936507936507938,30.0,0.8333333333333334,Science
accuracy,0.7933333333333333,0.7933333333333333,0.7933333333333333,0.7933333333333333,,accuracy
macro avg,0.7980593138351759,0.7933333333333333,0.7930606802603227,300.0,,macro avg
weighted avg,0.7980593138351759,0.7933333333333333,0.7930606802603228,300.0,,weighted avg
