Class,precision,recall,f1-score,support,accuracy,category_name
0,0.625,0.6666666666666666,0.6451612903225806,30.0,0.6666666666666666,Mapping
1,0.96,0.8,0.8727272727272728,30.0,0.8,eCommerce
2,0.78125,0.8333333333333334,0.8064516129032259,30.0,0.8333333333333334,Messaging
3,0.8387096774193549,0.8666666666666667,0.8524590163934426,30.0,0.8666666666666667,Tools
4,1.0,0.9,0.9473684210526316,30.0,0.9,Payments
5,0.8529411764705882,0.9666666666666667,0.90625,30.0,0.9666666666666667,Enterprise
6,0.9230769230769231,0.8,0.8571428571428571,30.0,0.8,Government
7,0.8055555555555556,0.9666666666666667,0.8787878787878789,30.0,0.9666666666666667,Financial
8,0.75,0.6,0.6666666666666665,30.0,0.6,Social
9,0.7575757575757576,0.8333333333333334,0.7936507936507938,30.0,0.8333333333333334,Science
accuracy,0.8233333333333334,0.8233333333333334,0.8233333333333334,0.8233333333333334,,accuracy
macro avg,0.8294109090098181,0.8233333333333335,0.8226665809647351,300.0,,macro avg
weighted avg,0.829410909009818,0.8233333333333334,0.822666580964735,300.0,,weighted avg
