Class,precision,recall,f1-score,support,accuracy,category_name
0,0.6666666666666666,0.4666666666666667,0.5490196078431373,30.0,0.4666666666666667,Mapping
1,0.8,0.8,0.8000000000000002,30.0,0.8,eCommerce
2,0.8235294117647058,0.9333333333333333,0.8749999999999999,30.0,0.9333333333333333,Messaging
3,0.9629629629629629,0.8666666666666667,0.912280701754386,30.0,0.8666666666666667,Tools
4,1.0,0.8666666666666667,0.9285714285714286,30.0,0.8666666666666667,Payments
5,0.8125,0.8666666666666667,0.8387096774193549,30.0,0.8666666666666667,Enterprise
6,0.9310344827586207,0.9,0.9152542372881356,30.0,0.9,Government
7,0.7297297297297297,0.9,0.8059701492537312,30.0,0.9,Financial
8,0.7666666666666667,0.7666666666666667,0.7666666666666667,30.0,0.7666666666666667,Social
9,0.7647058823529411,0.8666666666666667,0.8125,30.0,0.8666666666666667,Science
accuracy,0.8233333333333334,0.8233333333333334,0.8233333333333334,0.8233333333333334,,accuracy
macro avg,0.8257795802902294,0.8233333333333333,0.820397246879684,300.0,,macro avg
weighted avg,0.8257795802902292,0.8233333333333334,0.8203972468796841,300.0,,weighted avg
